YEAR,REGION,AREA,TYPE_EXPENSE,VALUE,UNIT,SOURCE
2558,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,765,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,214,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,การเดินทางและการสื่อสาร,4195,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,การศึกษา,263,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",307,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,187,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2313,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,15904,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,14250,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6293,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,90,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",72,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",2839,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,371,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,495,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,202,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,3264,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,การศึกษา,166,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",228,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,230,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1654,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,21293,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,18373,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7199,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,เครื่องดื่มที่มีแอลกอฮอล์,89,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",105,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",3793,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,เครื่องนุ่งห่มและรองเท้า,654,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,ค่าใช้จ่ายส่วนบุคคล,736,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,292,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,การเดินทางและการสื่อสาร,4842,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,การศึกษา,270,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",255,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,การจัดงานพิธีในโอกาสพิเศษ,139,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2920,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,24475,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,20567,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7594,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,116,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",101,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",4616,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,813,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,953,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,305,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,การเดินทางและการสื่อสาร,5296,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,การศึกษา,394,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",311,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,70,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,3908,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,19418,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,17080,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6967,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,73,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",108,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",3307,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,561,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,608,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,285,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,4574,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,การศึกษา,197,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",222,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,180,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2338,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,21437,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,18642,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7142,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,เครื่องดื่มที่มีแอลกอฮอล์,255,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",127,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",4359,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,เครื่องนุ่งห่มและรองเท้า,466,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายส่วนบุคคล,640,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,332,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,การเดินทางและการสื่อสาร,4463,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,การศึกษา,376,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",330,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,การจัดงานพิธีในโอกาสพิเศษ,152,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2794,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,25581,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,22167,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",8132,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,281,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",129,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",5493,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,578,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,791,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,425,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,การเดินทางและการสื่อสาร,5294,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,การศึกษา,569,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",381,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,94,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,3414,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,17802,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,15552,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6274,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,233,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",125,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",3364,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,368,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,507,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,250,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,3735,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การศึกษา,207,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",285,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,203,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2250,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,33126,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,28849,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",10110,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,เครื่องดื่มที่มีแอลกอฮอล์,275,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",138,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",7429,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,เครื่องนุ่งห่มและรองเท้า,682,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายส่วนบุคคล,1022,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,619,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,การเดินทางและการสื่อสาร,7109,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,การศึกษา,930,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",493,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,การจัดงานพิธีในโอกาสพิเศษ,41,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4277,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,33655,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,29443,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",10287,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,273,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",136,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",7781,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,722,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,1050,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,671,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,การเดินทางและการสื่อสาร,7024,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,การศึกษา,970,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",491,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,38,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4213,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,30261,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,25633,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",9152,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,286,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",149,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",5522,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,467,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,873,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,339,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,การเดินทางและการสื่อสาร,7568,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,การศึกษา,716,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",500,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,62,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4628,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,21120,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,18168,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7018,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,เครื่องดื่มที่มีแอลกอฮอล์,334,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",168,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",4014,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,เครื่องนุ่งห่มและรองเท้า,441,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,ค่าใช้จ่ายส่วนบุคคล,614,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,323,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,การเดินทางและการสื่อสาร,4526,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,การศึกษา,254,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",341,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,การจัดงานพิธีในโอกาสพิเศษ,136,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2951,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,22560,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,19201,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7280,บาท,สำนักงานสถิติแห่งชาติ
